state_of_charge,power_fraction_of_rated
1.0,1.0
0.8,0.9999996301010201
0.6,0.9994157487429445
0.3999999999999999,0.9742569772335756
0.19999999999999996,0.7758789206944819
0.0,0.00012056998485903137
