state_of_charge,power_fraction_of_rated
1.0,1.0
0.8,0.9999999569281708
0.6,0.999769241108538
0.3999999999999999,0.9822545568444083
0.19999999999999996,0.8013012779184169
0.0,4.691495482589403e-05
