time_s,state_of_charge,outlet_temperature_c,storage_heat_mw,deliverable_power_mw
0.0,1.0,400.0,0.5208,0.5208
72.0,0.9917612695315582,399.9999999999815,0.5207999999998797,0.5207999999998797
144.0,0.9835225390631301,399.999999999846,0.5207999999989975,0.5207999999989975
216.0,0.9752838085947633,399.99999999925257,0.5207999999951342,0.5207999999951342
288.0,0.9670450781266027,399.99999999725037,0.5207999999820999,0.5207999999820999
360.0,0.9588063476590297,399.99999999154403,0.5207999999449516,0.5207999999449516
432.0,0.9505676171929414,399.9999999771301,0.5207999998511168,0.5207999998511168
504.0,0.9423288867302723,399.99999994392584,0.5207999996349573,0.5207999996349573
576.0,0.9340901562749226,399.99999987285344,0.5207999991722759,0.5207999991722759
648.0,0.9258514258343215,399.9999997296396,0.5207999982399539,0.5207999982399539
720.0,0.9176126954219679,399.9999994553527,0.5207999964543459,0.5207999964543459
792.0,0.9093739650614092,399.9999989524111,0.5207999931801962,0.5207999931801962
864.0,0.9011352347922948,399.99999806446425,0.5207999873996623,0.5207999873996623
936.0,0.8928965046793345,399.99999654817367,0.5207999775286106,0.5207999775286106
1008.0,0.8846577748252417,399.9999940345092,0.5207999611646549,0.5207999611646549
1080.0,0.8764190453890351,399.99998997673396,0.520799934748538,0.520799934748538
1152.0,0.8681803166114069,399.99998358178624,0.5207998931174284,0.5207998931174284
1224.0,0.8599415888492528,399.9999737212962,0.5207998289256384,0.5207998289256384
1296.0,0.8517028626219003,399.99995881801095,0.5207997319052513,0.5207997319052513
1368.0,0.8434641386720477,399.9999367029563,0.5207995879362455,0.5207995879362455
1440.0,0.8352254180449459,399.9999044382678,0.5207993778931232,0.5207993778931232
1512.0,0.8269867021899212,399.99985810028346,0.5207990762328453,0.5207990762328453
1584.0,0.8187479930889098,399.9997925172318,0.5207986492871791,0.5207986492871791
1656.0,0.8105092934172836,399.9997009556994,0.520798053221603,0.520798053221603
1728.0,0.8022706067428387,399.9995747500261,0.52079723162267,0.52079723162267
1800.0,0.7940319377694238,399.9994028688843,0.5207961126764369,0.5207961126764369
1872.0,0.7857932926322344,399.99917141356224,0.5207946059022901,0.5207946059022901
1944.0,0.7775546792523294,399.9988630429012,0.5207925984092866,0.5207925984092866
2016.0,0.7693161077583827,399.99845632044736,0.5207899506461123,0.5207899506461123
