state_of_charge,power_fraction_of_rated
1.0,1.0
0.8,0.999999956928175
0.6,0.9997692411085429
0.3999999999999999,0.9822545568444155
0.19999999999999996,0.8013012779184194
0.0,4.691495484294706e-05
