state_of_charge,power_fraction_of_rated
1.0,1.0
0.8,0.999999630101023
0.6,0.9994157487429478
0.3999999999999999,0.9742569772335872
0.19999999999999996,0.7758789206944781
0.0,0.00012056998486968951
