state_of_charge,power_fraction_of_rated
1.0,1.0
0.8,0.9999999615933657
0.6,0.9998065046471588
0.3999999999999999,0.9855286645353428
0.19999999999999996,0.8400130419627602
0.0,0.20458181519129592
