hour,heat_demand_mw,price_eur_per_mwh,p_ch_mw,p_dis_mw,level_mwh,elec_to_heater_mw,heater_heat_mw,boiler_heat_mw,unmet_heat_mw,electricity_cost_eur,fuel_cost_eur,carbon_cost_eur,penalty_cost_eur,emissions_tco2,heat_balance_residual_mw
8351,10.0,70.34009662742594,0.0,0.004324701952695146,0.0010361787455519383,0.0,0.0,9.995675298047304,0.0,0.0,399.82701192189216,161.53011281644442,0.0,2.0191264102055553,0.0
8352,10.0,50.352663284067226,0.0,0.0,0.0010351425668063863,10.1010101010101,10.0,0.0,0.0,508.61276044512346,0.0,0.0,0.0,0.0,0.0
8353,10.0,51.006853510774356,0.0,0.000982402053027601,0.0,10.100017775704012,9.999017597946972,0.0,0.0,515.1701271415516,0.0,0.0,0.0,0.0,0.0
8354,10.0,43.410866636540796,4.85,0.0,4.607499999999999,15.0,14.85,0.0,0.0,651.1629995481119,0.0,0.0,0.0,0.0,0.0
8355,10.0,31.609385389707054,4.85,0.0,9.210392499999998,15.0,14.85,0.0,0.0,474.14078084560583,0.0,0.0,0.0,0.0,0.0
8356,10.0,33.56592464914968,4.85,0.0,13.808682107499997,15.0,14.85,0.0,0.0,503.4888697372452,0.0,0.0,0.0,0.0,0.0
8357,10.0,24.283718655467396,4.85,0.0,18.402373425392497,15.0,14.85,0.0,0.0,364.25577983201094,0.0,0.0,0.0,0.0,0.0
8358,10.0,24.55278860697758,4.85,0.0,22.991471051967103,15.0,14.85,0.0,0.0,368.2918291046637,0.0,0.0,0.0,0.0,0.0
8359,10.0,25.71019267162327,4.85,0.0,27.575979580915135,15.0,14.85,0.0,0.0,385.65289007434905,0.0,0.0,0.0,0.0,0.0
8360,10.0,22.354465207037247,4.85,0.0,32.15590360133422,15.0,14.85,0.0,0.0,335.3169781055587,0.0,0.0,0.0,0.0,0.0
8361,10.0,21.848946806686552,4.85,0.0,36.73124769773288,15.0,14.85,0.0,0.0,327.73420210029826,0.0,0.0,0.0,0.0,0.0
8362,10.0,27.797006771024563,4.85,0.0,41.302016450035154,15.0,14.85,0.0,0.0,416.95510156536847,0.0,0.0,0.0,0.0,0.0
8363,10.0,36.806986456001425,4.85,0.0,45.86821443358512,15.0,14.85,0.0,0.0,552.1047968400214,0.0,0.0,0.0,0.0,0.0
8364,10.0,39.93990709846785,4.85,0.0,50.42984621915154,15.0,14.85,0.0,0.0,599.0986064770177,0.0,0.0,0.0,0.0,0.0
8365,10.0,43.64659309910913,4.85,0.0,54.98691637293239,15.0,14.85,0.0,0.0,654.698896486637,0.0,0.0,0.0,0.0,0.0
8366,10.0,45.78219128978042,0.28674929305462404,0.0,55.20434128496135,10.390655851570328,10.286749293054624,0.0,0.0,475.70699382286904,0.0,0.0,0.0,0.0,4.440892098500626e-16
8367,10.0,52.087812032531104,0.0,0.0,55.14913694367639,10.1010101010101,10.0,0.0,0.0,526.1395154801121,0.0,0.0,0.0,0.0,0.0
8368,10.0,54.0399537993697,0.0,3.6680129529672674,51.23292154045138,6.395946512154276,6.331987047032733,0.0,0.0,345.6366540200568,0.0,0.0,0.0,0.0,0.0
8369,10.0,56.315012157537645,0.0,9.200723195210658,41.496716834478654,0.0,0.0,0.7992768047893417,0.0,0.0,31.97107219157367,12.91631316539576,0.0,0.161453914567447,0.0
8370,10.0,55.51341626102496,0.0,9.199966838994074,31.77104449765041,0.8081143040463898,0.8000331610059259,0.0,0.0,44.861185747015725,0.0,0.0,0.0,0.0,0.0
8371,10.0,56.25425916708213,0.0,9.174660092209818,22.08173651398453,0.0,0.0,0.8253399077901822,0.0,0.0,33.01359631160729,13.337492909889345,0.0,0.16671866137361682,0.0
8372,10.0,56.52280177105562,0.0,9.010249465443614,12.575181655950951,0.0,0.0,0.9897505345563857,0.0,0.0,39.59002138225543,15.99436863843119,0.0,0.1999296079803899,0.0
8373,10.0,59.83212040306568,0.0,7.520620390976474,4.646163957477659,0.0,0.0,2.4793796090235256,0.0,0.0,99.17518436094102,40.066774481820175,0.0,0.5008346810227522,0.0
8374,10.0,56.56249803635882,0.0,3.0639870998025502,1.4162682147806551,0.0,0.0,6.93601290019745,0.0,0.0,277.440516007898,112.08596846719078,0.0,1.4010746058398849,0.0
8375,10.0,54.13325091490013,0.0,0.9344230943957214,0.4312486893072204,9.157148389499271,9.065576905604278,0.0,0.0,495.7062114337377,0.0,0.0,0.0,0.0,0.0
8376,10.0,36.239792090796435,4.85,0.0,5.038317440617912,15.0,14.85,0.0,0.0,543.5968813619465,0.0,0.0,0.0,0.0,0.0
8377,10.0,42.08055037569546,0.0,0.19565071843649232,4.8273309985073025,9.903383112690411,9.804349281563507,0.0,0.0,416.7398119633806,0.0,0.0,0.0,0.0,0.0
8378,10.0,35.31825478493434,4.85,0.0,9.430003667508794,15.0,14.85,0.0,0.0,529.7738217740151,0.0,0.0,0.0,0.0,0.0
8379,10.0,22.8193686894386,4.85,0.0,14.028073663841283,15.0,14.85,0.0,0.0,342.29053034157903,0.0,0.0,0.0,0.0,0.0
8380,10.0,27.047060311119445,4.85,0.0,18.62154559017744,15.0,14.85,0.0,0.0,405.7059046667917,0.0,0.0,0.0,0.0,0.0
8381,10.0,28.551170195334002,4.85,0.0,23.21042404458726,15.0,14.85,0.0,0.0,428.26755293001,0.0,0.0,0.0,0.0,0.0
8382,10.0,24.57590872525688,4.85,0.0,27.79471362054267,15.0,14.85,0.0,0.0,368.6386308788532,0.0,0.0,0.0,0.0,0.0
8383,10.0,23.501783698283937,4.85,0.0,32.37441890692212,15.0,14.85,0.0,0.0,352.52675547425906,0.0,0.0,0.0,0.0,0.0
8384,10.0,24.566721986387375,4.85,0.0,36.949544488015206,15.0,14.85,0.0,0.0,368.5008297958106,0.0,0.0,0.0,0.0,0.0
8385,10.0,27.996587185061355,4.85,0.0,41.52009494352719,15.0,14.85,0.0,0.0,419.94880777592033,0.0,0.0,0.0,0.0,0.0
8386,10.0,27.796916577121884,4.85,0.0,46.086074848583664,15.0,14.85,0.0,0.0,416.9537486568283,0.0,0.0,0.0,0.0,0.0
8387,10.0,31.477076661254827,4.85,0.0,50.647488773735084,15.0,14.85,0.0,0.0,472.1561499188224,0.0,0.0,0.0,0.0,0.0
8388,10.0,34.29087130025375,4.85,0.0,55.20434128496135,15.0,14.85,0.0,0.0,514.3630695038062,0.0,0.0,0.0,0.0,0.0
8389,10.0,46.48668687030298,0.0,0.0,55.14913694367639,10.1010101010101,10.0,0.0,0.0,469.562493639424,0.0,0.0,0.0,0.0,0.0
8390,10.0,48.13021902548961,0.0,0.0,55.09398780673271,10.1010101010101,10.0,0.0,0.0,486.16382854029905,0.0,0.0,0.0,0.0,0.0
8391,10.0,46.544546920875305,0.17415522740565706,0.0,55.20434128496135,10.276924472126927,10.174155227405658,0.0,0.0,478.33479329520344,0.0,0.0,0.0,0.0,6.38378239159465e-16
8392,10.0,49.690855416451015,0.0,0.0,55.14913694367639,10.1010101010101,10.0,0.0,0.0,501.9278324894042,0.0,0.0,0.0,0.0,0.0
8393,10.0,59.46512594869696,0.0,9.200723542596684,45.40901565663094,0.0,0.0,0.799276457403316,0.0,0.0,31.97105829613264,12.916307551637587,0.0,0.16145384439546984,0.0
8394,10.0,59.522109053793244,0.0,9.200722678603855,35.67863540033868,0.0,0.0,0.7992773213961453,0.0,0.0,31.97109285584581,12.916321513761705,0.0,0.16145401892202133,0.0
