state_of_charge,power_fraction_of_rated
1.0,1.0
0.8,0.99999998822609
0.6,0.9998667315920806
0.3999999999999999,0.9856868130551547
0.19999999999999996,0.8142458129889256
0.0,2.752386329305523e-05
