state_of_charge,power_fraction_of_rated
1.0,1.0
0.8,0.9999998935545741
0.6,0.9996598268654491
0.3999999999999999,0.9792979235745177
0.19999999999999996,0.7912639916133475
0.0,6.916364830971134e-05
