state_of_charge,power_fraction_of_rated
1.0,1.0
0.8,0.9999971942984411
0.6,0.9985691843569329
0.3999999999999999,0.9627542911800141
0.19999999999999996,0.7461461112135016
0.0,0.0003134778916702885
