state_of_charge,power_fraction_of_rated
1.0,1.0
0.8,0.9999996419167017
0.6,0.9994983327409371
0.3999999999999999,0.9789322642261025
0.19999999999999996,0.8199235400673877
0.0,0.20000000000009036
